video,url,frame,color,framerate,descr_timeunit,width,height,aspect_ratio,activity,luminance_range,blurriness,noise
video_282,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B1-2EC-01E7B-00000484-0189A3E5&ft=mp4,6250,color,25.0,0.04,720,540,1.333333,31,0.739974,0.521213,0.0371757
video_282,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B1-2EC-01E7B-00000484-0189A3E5&ft=mp4,8750,color,25.0,0.04,720,540,1.333333,52,0.712052,0.556928,0.065919
video_283,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B4-1BA-01E7F-00000484-0189A3E5&ft=mp4,16250,color,25.0,0.04,720,540,1.333333,16,0.616471,0.525545,0.0219636
video_283,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B4-1BA-01E7F-00000484-0189A3E5&ft=mp4,5000,color,25.0,0.04,720,540,1.333333,29,0.584052,0.567481,0.0455926
video_283,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B4-1BA-01E7F-00000484-0189A3E5&ft=mp4,5500,color,25.0,0.04,720,540,1.333333,41,0.567582,0.551095,0.0410796
video_284,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B7-073-01E83-00000484-0189A3E5&ft=mp4,4500,color,25.0,0.04,720,540,1.333333,63,0.684183,0.538645,0.0684037
video_285,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B9-31F-01E87-00000484-0189A3E5&ft=mp4,3500,color,25.0,0.04,720,540,1.333333,63,0.797281,0.519688,0.081435
video_285,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B9-31F-01E87-00000484-0189A3E5&ft=mp4,3750,color,25.0,0.04,720,540,1.333333,40,0.789229,0.539744,0.0457091
video_285,https://h5.mediathek.at/cdn.php?t=media&i=018AA4B9-31F-01E87-00000484-0189A3E5&ft=mp4,7000,color,25.0,0.04,720,540,1.333333,19,0.774693,0.550716,0.0401916
video_286,https://h5.mediathek.at/cdn.php?t=media&i=018AA4BC-1C5-01E8B-00000484-0189A3E5&ft=mp4,10750,color,25.0,0.04,720,540,1.333333,48,0.593778,0.504292,0.129074
video_286,https://h5.mediathek.at/cdn.php?t=media&i=018AA4BC-1C5-01E8B-00000484-0189A3E5&ft=mp4,13250,color,25.0,0.04,720,540,1.333333,29,0.564392,0.414524,0.0838018
video_286,https://h5.mediathek.at/cdn.php?t=media&i=018AA4BC-1C5-01E8B-00000484-0189A3E5&ft=mp4,2250,color,25.0,0.04,720,540,1.333333,16,0.59268,0.574993,0.0370041
video_286,https://h5.mediathek.at/cdn.php?t=media&i=018AA4BC-1C5-01E8B-00000484-0189A3E5&ft=mp4,5000,color,25.0,0.04,720,540,1.333333,19,0.602458,0.543549,0.0199682
video_287,https://h5.mediathek.at/cdn.php?t=media&i=018AA4D7-0B4-01EB0-00000484-0189A3E5&ft=mp4,18250,color,25.0,0.04,720,540,1.333333,41,0.86217,0.321751,0.0910795
video_287,https://h5.mediathek.at/cdn.php?t=media&i=018AA4D7-0B4-01EB0-00000484-0189A3E5&ft=mp4,19250,color,25.0,0.04,720,540,1.333333,45,0.895216,0.574523,0.134724
video_294,https://h5.mediathek.at/cdn.php?t=media&i=018AA1D6-3CE-01A89-00000484-0189A3E5&ft=mp4,19500,black_white,25.0,0.04,720,540,1.333333,24,0.855373,0.305892,0.0747547
video_294,https://h5.mediathek.at/cdn.php?t=media&i=018AA1D6-3CE-01A89-00000484-0189A3E5&ft=mp4,5500,black_white,25.0,0.04,720,540,1.333333,45,0.859817,0.399559,0.0881377
video_295,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EC-14D-01AA5-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,15,0.968575,0.527383,0.149994
video_295,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EC-14D-01AA5-00000484-0189A3E5&ft=mp4,16750,black_white,25.0,0.04,720,540,1.333333,39,0.679948,0.34373,0.129679
video_295,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EC-14D-01AA5-00000484-0189A3E5&ft=mp4,2250,black_white,25.0,0.04,720,540,1.333333,20,0.862745,0.485003,0.0680161
video_295,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EC-14D-01AA5-00000484-0189A3E5&ft=mp4,6500,black_white,25.0,0.04,720,540,1.333333,41,0.633778,0.261785,0.112243
video_295,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EC-14D-01AA5-00000484-0189A3E5&ft=mp4,9250,black_white,25.0,0.04,720,540,1.333333,23,0.737725,0.345747,0.0695803
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,1250,black_white,25.0,0.04,720,540,1.333333,50,0.913359,0.503642,0.0998033
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,1500,black_white,25.0,0.04,720,540,1.333333,44,0.901647,0.312886,0.0759038
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,22250,black_white,25.0,0.04,720,540,1.333333,18,0.486327,0.587304,0.0540648
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,22500,black_white,25.0,0.04,720,540,1.333333,124,0.922667,0.58361,0.170106
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,24000,black_white,25.0,0.04,720,540,1.333333,43,0.572392,0.645966,0.111334
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,27500,black_white,25.0,0.04,720,540,1.333333,20,0.782013,0.620047,0.0269794
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,33000,black_white,25.0,0.04,720,540,1.333333,12,0.949333,0.563902,0.0393212
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,33750,black_white,25.0,0.04,720,540,1.333333,11,0.931765,0.673712,0.03529
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,80,0.601203,0.505551,0.116542
video_296,https://h5.mediathek.at/cdn.php?t=media&i=018AA1EE-3E5-01AA9-00000484-0189A3E5&ft=mp4,43750,black_white,25.0,0.04,720,540,1.333333,12,0.901176,0.596874,0.0474752
video_297,https://h5.mediathek.at/cdn.php?t=media&i=018AA368-2C7-01CB1-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,207,0.794928,0.163422,0.279577
video_297,https://h5.mediathek.at/cdn.php?t=media&i=018AA368-2C7-01CB1-00000484-0189A3E5&ft=mp4,14000,black_white,25.0,0.04,720,540,1.333333,55,0.610144,0.301376,0.175573
video_297,https://h5.mediathek.at/cdn.php?t=media&i=018AA368-2C7-01CB1-00000484-0189A3E5&ft=mp4,14500,black_white,25.0,0.04,720,540,1.333333,30,0.865255,0.385452,0.18135
video_297,https://h5.mediathek.at/cdn.php?t=media&i=018AA368-2C7-01CB1-00000484-0189A3E5&ft=mp4,1750,black_white,25.0,0.04,720,540,1.333333,42,0.912523,0.0,0.166692
video_297,https://h5.mediathek.at/cdn.php?t=media&i=018AA368-2C7-01CB1-00000484-0189A3E5&ft=mp4,2000,black_white,25.0,0.04,720,540,1.333333,40,0.862745,0.0617173,0.147196
video_299,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C8-2B6-01D34-00000484-0189A3E5&ft=mp4,13250,color,25.0,0.04,720,540,1.333333,56,0.682876,0.595167,0.0885272
video_299,https://h5.mediathek.at/cdn.php?t=media&i=018AA3C8-2B6-01D34-00000484-0189A3E5&ft=mp4,8500,color,25.0,0.04,720,540,1.333333,46,0.702954,0.545469,0.219176
video_306,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BA-19E-01A60-00000484-0189A3E5&ft=mp4,20000,black_white,25.0,0.04,720,540,1.333333,41,0.750536,0.586372,0.0995882
video_306,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BA-19E-01A60-00000484-0189A3E5&ft=mp4,5500,black_white,25.0,0.04,720,540,1.333333,16,0.876131,0.501609,0.0544714
video_306,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BA-19E-01A60-00000484-0189A3E5&ft=mp4,8250,black_white,25.0,0.04,720,540,1.333333,68,0.736993,0.54995,0.147738
video_307,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BF-3E0-01A68-00000484-0189A3E5&ft=mp4,5500,black_white,25.0,0.04,720,540,1.333333,31,0.701438,0.552847,0.0856093
video_307,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BF-3E0-01A68-00000484-0189A3E5&ft=mp4,8000,black_white,25.0,0.04,720,540,1.333333,28,0.562667,0.56507,0.115148
video_307,https://h5.mediathek.at/cdn.php?t=media&i=018AA1BF-3E0-01A68-00000484-0189A3E5&ft=mp4,9500,black_white,25.0,0.04,720,540,1.333333,20,0.775163,0.530309,0.10267
video_310,https://h5.mediathek.at/cdn.php?t=media&i=018AA04A-07B-0184F-00000484-0189A3E5&ft=mp4,12250,black_white,25.0,0.04,720,540,1.333333,58,0.795503,0.469187,0.225064
video_310,https://h5.mediathek.at/cdn.php?t=media&i=018AA04A-07B-0184F-00000484-0189A3E5&ft=mp4,2250,black_white,25.0,0.04,720,540,1.333333,32,0.733124,0.501115,0.0682625
video_310,https://h5.mediathek.at/cdn.php?t=media&i=018AA04A-07B-0184F-00000484-0189A3E5&ft=mp4,5000,black_white,25.0,0.04,720,540,1.333333,30,0.693176,0.479781,0.104129
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,1500,black_white,25.0,0.04,720,540,1.333333,,0.748078,0.456413,0.112531
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,24.0,0.675503,0.516369,0.0759711
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,4250,black_white,25.0,0.04,720,540,1.333333,18.0,0.750222,0.419162,0.120378
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,6000,black_white,25.0,0.04,720,540,1.333333,23.0,0.764131,0.514311,0.0456406
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,6250,black_white,25.0,0.04,720,540,1.333333,23.0,0.77715,0.499461,0.0527761
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,6750,black_white,25.0,0.04,720,540,1.333333,20.0,0.845072,0.420116,0.156157
video_311,https://h5.mediathek.at/cdn.php?t=media&i=018AA04D-129-01853-00000484-0189A3E5&ft=mp4,9250,black_white,25.0,0.04,720,540,1.333333,13.0,0.699765,0.610261,0.0442044
video_312,https://h5.mediathek.at/cdn.php?t=media&i=018AA050-35E-01857-00000484-0189A3E5&ft=mp4,10500,black_white,25.0,0.04,720,540,1.333333,36,0.970928,0.500234,0.158236
video_312,https://h5.mediathek.at/cdn.php?t=media&i=018AA050-35E-01857-00000484-0189A3E5&ft=mp4,2000,black_white,25.0,0.04,720,540,1.333333,20,0.792105,0.22252,0.0429679
video_312,https://h5.mediathek.at/cdn.php?t=media&i=018AA050-35E-01857-00000484-0189A3E5&ft=mp4,4500,black_white,25.0,0.04,720,540,1.333333,16,0.837229,0.222302,0.0317187
video_321,https://h5.mediathek.at/cdn.php?t=media&i=018AA34E-0F4-01C8B-00000484-0189A3E5&ft=mp4,1250,color,25.0,0.04,720,540,1.333333,13,0.822797,0.336848,0.0987044
video_322,https://h5.mediathek.at/cdn.php?t=media&i=018AAA91-34E-02676-00000484-0189A3E5&ft=mp4,13500,color,25.0,0.04,720,540,1.333333,26,0.555033,0.275381,0.0266711
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,11750,black_white,25.0,0.04,720,540,1.333333,78,0.928052,0.581415,0.205372
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,2000,black_white,25.0,0.04,720,540,1.333333,144,0.68366,0.598645,0.054684
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,21250,black_white,25.0,0.04,720,540,1.333333,113,0.85349,0.6452,0.294827
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,29500,black_white,25.0,0.04,720,540,1.333333,82,0.734902,0.657529,0.157375
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,3000,black_white,25.0,0.04,720,540,1.333333,65,0.588601,0.561831,0.332
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,31500,black_white,25.0,0.04,720,540,1.333333,85,0.600209,0.538912,0.172539
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,3500,black_white,25.0,0.04,720,540,1.333333,84,0.623059,0.75343,0.311157
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,38250,black_white,25.0,0.04,720,540,1.333333,102,0.844288,0.548649,0.0
video_323,https://h5.mediathek.at/cdn.php?t=media&i=018AAB16-168-02729-00000484-0189A3E5&ft=mp4,40250,black_white,25.0,0.04,720,540,1.333333,115,0.732392,0.547779,0.143551
video_324,https://h5.mediathek.at/cdn.php?t=media&i=018AAB7C-264-0279A-00000484-0189A3E5&ft=mp4,12000,color,25.0,0.04,720,540,1.333333,20,0.716235,0.537509,0.0330176
video_324,https://h5.mediathek.at/cdn.php?t=media&i=018AAB7C-264-0279A-00000484-0189A3E5&ft=mp4,26500,color,25.0,0.04,720,540,1.333333,71,0.848784,0.108776,0.432961
video_324,https://h5.mediathek.at/cdn.php?t=media&i=018AAB7C-264-0279A-00000484-0189A3E5&ft=mp4,8500,color,25.0,0.04,720,540,1.333333,49,0.742065,0.394107,0.104953
video_325,https://h5.mediathek.at/cdn.php?t=media&i=018AACF9-3DF-029B0-00000484-0189A3E5&ft=mp4,11250,color,25.0,0.04,720,540,1.333333,5,0.95498,0.310033,0.0
video_326,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE5-388-02C7D-00000484-0189A3E5&ft=mp4,5250,color,25.0,0.04,720,540,1.333333,41,0.869176,0.346641,0.0
video_326,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE5-388-02C7D-00000484-0189A3E5&ft=mp4,6250,color,25.0,0.04,720,540,1.333333,70,0.964601,0.460596,0.0773845
video_326,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE5-388-02C7D-00000484-0189A3E5&ft=mp4,7000,color,25.0,0.04,720,540,1.333333,10,0.903791,0.333289,0.0
video_327,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE9-0A8-02C82-00000484-0189A3E5&ft=mp4,17750,color,25.0,0.04,720,540,1.333333,31,0.804863,0.399122,0.0473331
video_327,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE9-0A8-02C82-00000484-0189A3E5&ft=mp4,26750,color,25.0,0.04,720,540,1.333333,49,0.463163,0.358268,0.164211
video_327,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE9-0A8-02C82-00000484-0189A3E5&ft=mp4,38750,color,25.0,0.04,720,540,1.333333,50,0.868444,0.321701,0.110327
video_327,https://h5.mediathek.at/cdn.php?t=media&i=018AAEE9-0A8-02C82-00000484-0189A3E5&ft=mp4,9250,color,25.0,0.04,720,540,1.333333,19,0.757647,0.521311,0.0
video_328,https://h5.mediathek.at/cdn.php?t=media&i=018AAEEB-340-02C86-00000484-0189A3E5&ft=mp4,11000,color,25.0,0.04,720,540,1.333333,35,0.507608,0.553865,0.0352356
video_328,https://h5.mediathek.at/cdn.php?t=media&i=018AAEEB-340-02C86-00000484-0189A3E5&ft=mp4,13000,color,25.0,0.04,720,540,1.333333,27,0.661072,0.513068,0.0374184
video_328,https://h5.mediathek.at/cdn.php?t=media&i=018AAEEB-340-02C86-00000484-0189A3E5&ft=mp4,9000,color,25.0,0.04,720,540,1.333333,20,0.559268,0.573511,0.0307379
video_329,https://h5.mediathek.at/cdn.php?t=media&i=018AAF4A-220-02D0E-00000484-0189A3E5&ft=mp4,24000,color,25.0,0.04,720,540,1.333333,8,0.514876,0.0,0.0218064
video_329,https://h5.mediathek.at/cdn.php?t=media&i=018AAF4A-220-02D0E-00000484-0189A3E5&ft=mp4,4250,color,25.0,0.04,720,540,1.333333,8,0.835399,0.0,0.0261074
video_330,https://h5.mediathek.at/cdn.php?t=media&i=018AA2A6-322-01BAA-00000484-0189A3E5&ft=mp4,20500,black_white,25.0,0.04,720,540,1.333333,34,0.457046,0.192561,0.106393
video_330,https://h5.mediathek.at/cdn.php?t=media&i=018AA2A6-322-01BAA-00000484-0189A3E5&ft=mp4,22000,black_white,25.0,0.04,720,540,1.333333,50,0.503059,0.332758,0.107618
video_331,https://h5.mediathek.at/cdn.php?t=media&i=018AA2A8-361-01BAD-00000484-0189A3E5&ft=mp4,5750,black_white,25.0,0.04,720,540,1.333333,31,0.577098,0.450111,0.0418415
video_331,https://h5.mediathek.at/cdn.php?t=media&i=018AA2A8-361-01BAD-00000484-0189A3E5&ft=mp4,9750,black_white,25.0,0.04,720,540,1.333333,13,0.248941,0.228002,0.0256322
video_332,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AB-044-01BB0-00000484-0189A3E5&ft=mp4,13250,black_white,25.0,0.04,720,540,1.333333,33,0.576,0.223869,0.0773637
video_332,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AB-044-01BB0-00000484-0189A3E5&ft=mp4,14500,black_white,25.0,0.04,720,540,1.333333,22,0.602039,0.382534,0.117299
video_332,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AB-044-01BB0-00000484-0189A3E5&ft=mp4,19500,black_white,25.0,0.04,720,540,1.333333,92,0.705987,0.218269,0.18204
video_332,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AB-044-01BB0-00000484-0189A3E5&ft=mp4,6750,black_white,25.0,0.04,720,540,1.333333,98,0.53098,0.655237,0.0754676
video_333,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AD-08D-01BB3-00000484-0189A3E5&ft=mp4,11750,black_white,25.0,0.04,720,540,1.333333,58,0.884444,0.442501,0.214721
video_333,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AD-08D-01BB3-00000484-0189A3E5&ft=mp4,18500,black_white,25.0,0.04,720,540,1.333333,43,0.787085,0.142305,0.177881
video_333,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AD-08D-01BB3-00000484-0189A3E5&ft=mp4,21750,black_white,25.0,0.04,720,540,1.333333,42,0.685386,0.307225,0.152953
video_333,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AD-08D-01BB3-00000484-0189A3E5&ft=mp4,22000,black_white,25.0,0.04,720,540,1.333333,113,0.738353,0.541017,0.210556
video_334,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AF-108-01BB6-00000484-0189A3E5&ft=mp4,2250,black_white,25.0,0.04,720,540,1.333333,48,0.61898,0.484161,0.148149
video_334,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AF-108-01BB6-00000484-0189A3E5&ft=mp4,3750,black_white,25.0,0.04,720,540,1.333333,42,0.658614,0.505094,0.146338
video_334,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AF-108-01BB6-00000484-0189A3E5&ft=mp4,5000,black_white,25.0,0.04,720,540,1.333333,25,0.666771,0.232362,0.127318
video_334,https://h5.mediathek.at/cdn.php?t=media&i=018AA2AF-108-01BB6-00000484-0189A3E5&ft=mp4,6000,black_white,25.0,0.04,720,540,1.333333,47,0.664314,0.455398,0.0972142
video_335,https://h5.mediathek.at/cdn.php?t=media&i=018AA31C-286-01C46-00000484-0189A3E5&ft=mp4,1000,black_white,25.0,0.04,720,540,1.333333,13,0.639791,0.530206,0.0569485
video_335,https://h5.mediathek.at/cdn.php?t=media&i=018AA31C-286-01C46-00000484-0189A3E5&ft=mp4,5750,black_white,25.0,0.04,720,540,1.333333,113,0.514824,0.520871,0.199228
video_335,https://h5.mediathek.at/cdn.php?t=media&i=018AA31C-286-01C46-00000484-0189A3E5&ft=mp4,7500,black_white,25.0,0.04,720,540,1.333333,166,0.666144,0.675736,0.315257
video_336,https://h5.mediathek.at/cdn.php?t=media&i=018AA31E-35B-01C4C-00000484-0189A3E5&ft=mp4,3250,black_white,25.0,0.04,720,540,1.333333,80,0.673569,0.522171,0.315367
video_336,https://h5.mediathek.at/cdn.php?t=media&i=018AA31E-35B-01C4C-00000484-0189A3E5&ft=mp4,7500,black_white,25.0,0.04,720,540,1.333333,27,0.476706,0.442336,0.2108
video_337,https://h5.mediathek.at/cdn.php?t=media&i=018AA99A-0A2-02536-00000484-0189A3E5&ft=mp4,38000,color,25.0,0.04,720,540,1.333333,10,0.823373,0.353899,0.0
video_337,https://h5.mediathek.at/cdn.php?t=media&i=018AA99A-0A2-02536-00000484-0189A3E5&ft=mp4,38500,color,25.0,0.04,720,540,1.333333,124,0.870641,0.13251,0.401895
video_339,https://h5.mediathek.at/cdn.php?t=media&i=018AAC71-123-028EB-00000484-0189A3E5&ft=mp4,24250,color,25.0,0.04,720,540,1.333333,21,0.783477,0.406523,0.12284
video_339,https://h5.mediathek.at/cdn.php?t=media&i=018AAC71-123-028EB-00000484-0189A3E5&ft=mp4,34000,color,25.0,0.04,720,540,1.333333,90,0.93532,0.321897,0.0532672
video_339,https://h5.mediathek.at/cdn.php?t=media&i=018AAC71-123-028EB-00000484-0189A3E5&ft=mp4,68250,color,25.0,0.04,720,540,1.333333,17,0.932758,0.18452,0.124272
video_340,https://h5.mediathek.at/cdn.php?t=media&i=018AA316-3D2-01C3E-00000484-0189A3E5&ft=mp4,1500,black_white,25.0,0.04,720,540,1.333333,72,0.640993,0.428179,0.241825
video_340,https://h5.mediathek.at/cdn.php?t=media&i=018AA316-3D2-01C3E-00000484-0189A3E5&ft=mp4,3000,black_white,25.0,0.04,720,540,1.333333,129,0.687268,0.30473,0.178098
video_340,https://h5.mediathek.at/cdn.php?t=media&i=018AA316-3D2-01C3E-00000484-0189A3E5&ft=mp4,5000,black_white,25.0,0.04,720,540,1.333333,46,0.471948,0.551209,0.136697
video_341,https://h5.mediathek.at/cdn.php?t=media&i=018AA319-065-01C41-00000484-0189A3E5&ft=mp4,11000,black_white,25.0,0.04,720,540,1.333333,138,0.659608,0.559035,0.238382
video_341,https://h5.mediathek.at/cdn.php?t=media&i=018AA319-065-01C41-00000484-0189A3E5&ft=mp4,4500,black_white,25.0,0.04,720,540,1.333333,103,0.574902,0.406641,0.225134
video_342,https://h5.mediathek.at/cdn.php?t=media&i=018AA402-11C-01D85-00000484-0189A3E5&ft=mp4,21250,color,25.0,0.04,720,540,1.333333,6,0.387556,0.595856,0.0103671
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,1250,color,25.0,0.04,720,540,1.333333,25,0.686902,0.556275,0.13711
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,2000,color,25.0,0.04,720,540,1.333333,53,0.899294,0.542306,0.236214
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,2500,color,25.0,0.04,720,540,1.333333,18,0.79498,0.559852,0.0615335
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,3750,color,25.0,0.04,720,540,1.333333,82,0.851503,0.585522,0.0714338
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,5000,color,25.0,0.04,720,540,1.333333,28,0.734797,0.522494,0.153119
video_343,https://h5.mediathek.at/cdn.php?t=media&i=018AA44B-24A-01DEB-00000484-0189A3E5&ft=mp4,5500,color,25.0,0.04,720,540,1.333333,51,0.817046,0.566299,0.153276
video_344,https://h5.mediathek.at/cdn.php?t=media&i=018AA44E-122-01DEF-00000484-0189A3E5&ft=mp4,8750,color,25.0,0.04,720,540,1.333333,49,0.952732,0.364458,0.0993091
video_345,https://h5.mediathek.at/cdn.php?t=media&i=018AA5B1-11B-01FE5-00000484-0189A3E5&ft=mp4,16750,color,25.0,0.04,720,540,1.333333,83,0.710484,0.61059,0.163235
video_345,https://h5.mediathek.at/cdn.php?t=media&i=018AA5B1-11B-01FE5-00000484-0189A3E5&ft=mp4,29000,color,25.0,0.04,720,540,1.333333,45,0.790013,0.449108,0.076778
video_345,https://h5.mediathek.at/cdn.php?t=media&i=018AA5B1-11B-01FE5-00000484-0189A3E5&ft=mp4,31000,color,25.0,0.04,720,540,1.333333,65,0.819817,0.53769,0.15427
video_345,https://h5.mediathek.at/cdn.php?t=media&i=018AA5B1-11B-01FE5-00000484-0189A3E5&ft=mp4,9000,color,25.0,0.04,720,540,1.333333,45,0.695111,0.55182,0.0768211
video_346,https://h5.mediathek.at/cdn.php?t=media&i=018AA656-065-020CD-00000484-0189A3E5&ft=mp4,11000,color,25.0,0.04,720,540,1.333333,18,0.971608,0.52769,0.132755
video_346,https://h5.mediathek.at/cdn.php?t=media&i=018AA656-065-020CD-00000484-0189A3E5&ft=mp4,3500,color,25.0,0.04,720,540,1.333333,43,0.941124,0.568293,0.0520604
video_348,https://h5.mediathek.at/cdn.php?t=media&i=018AA74E-363-02227-00000484-0189A3E5&ft=mp4,42250,color,25.0,0.04,720,540,1.333333,24,0.61485,0.129288,0.0589891
video_349,https://h5.mediathek.at/cdn.php?t=media&i=018AA8C1-1EB-0241C-00000484-0189A3E5&ft=mp4,13750,color,25.0,0.04,720,540,1.333333,52,0.682876,0.541054,0.0388491
video_349,https://h5.mediathek.at/cdn.php?t=media&i=018AA8C1-1EB-0241C-00000484-0189A3E5&ft=mp4,16250,color,25.0,0.04,720,540,1.333333,166,0.813961,0.481047,0.381379
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,13750,color,25.0,0.04,720,540,1.333333,81,0.747503,0.601363,0.136147
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,14000,color,25.0,0.04,720,540,1.333333,36,0.85783,0.524255,0.0893475
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,1500,color,25.0,0.04,720,540,1.333333,51,0.904418,0.42211,0.133825
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,15500,color,25.0,0.04,720,540,1.333333,62,0.860078,0.592445,0.0979351
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,17750,color,25.0,0.04,720,540,1.333333,37,0.874928,0.505682,0.126445
video_350,https://h5.mediathek.at/cdn.php?t=media&i=018AA438-2DA-01DCF-00000484-0189A3E5&ft=mp4,4000,color,25.0,0.04,720,540,1.333333,56,0.696941,0.609629,0.177004
